ID;Nome;Nome da Mae;Nome do Pai;Sexo;Data de Nascimento;Bairro;Onibus
2712;LIDIANE SANTOS SOUSA;MARIA SANTOS RODRIGUES;ANTONIO;M;18101949;Itapei;750, 261, 088, 103, 511, 700, 383, 580, 968
2713;FELIPE E R;MARIA EMILIA CARVALHO;AFONSO;H;21051999;Rodolfo Teofilo;724, 886, 384, 145, 665, 470, 345, 985, 790, 497
2714;FRANCISCA SANTOS PEREIRA;TACIANA SANTOS SILVA;FRANCISCO MONTEIRO PEREIRA;M;29051938;Ancuri;847, 929, 208, 362, 075, 824, 967
2715;REGILANE SOUSA VASCONCELOS;CLAUDEMIR SOUSA JULIA;ZIVAL VASCONCELOS SOUSA;M;24082002;Aeroporto;055, 951, 602, 779, 921, 210, 136
2716;FRANCISCO S A;MARIA SILVA FABIANA;JOSE CARLOS AMORIM;H;09101943;Papiu;638, 918, 367, 951, 247, 507, 881
2717;VIVIAN;MARIA MARIA FATIMA;VALTER PEREIRA NASCIMENTO;M;25051965;Oassare;168, 518, 866, 998, 727, 386, 184, 747, 226, 957
2718;JEFFERSON SANTOS JOSE;DEARLENE SANTOS CATARINA;FRANCISCO WALGMAR JOSE;H;13012045;Sao Geraro;914, 409, 691, 666, 025, 074, 096, 790
2719;APRIANAC J;GEANE CLAUDIA PAULA;JOAO SANTOS JUNIOR;M;28261989;Joquei Clbe;750, 302, 886
2720;WESLEY COSTA GILDASIO;JOELMA COSTA S;JOSE SILVEIRA GILDASIO;H;06019002;Centro;247
2721;AMANDA OLIVEIRA NOJOSA;MARIA OLIVEIRA MELO;MARCELO BRASILIANO NOJOSA;M;20021958;Parque Dois Iraos;052, 432
2722;SUELLEN LIMA MORAES;RILEUDA LIMV CARDOSO;SILVIO ALBANOMORAES;M;06081945;Jose d Alenar;003, 328, 229
2723;YURI PINTO RODRIGUES;INGRID PINTO BATISTA;FRANCISCO GARCIA RODRIGUES;H;05092009;Alvaro Weyne;195, 646, 043, 375, 348, 415, 031, 873, 551, 628
2724;FRANCISCO VITAL SOBRINHO;ACACIAVITALCELESTINO;JORGE SILVA SOBRINHO;H;14051937;Manoel Satiro;731, 584
2725;ANTONIO SILVA SOUSA;MARIA SILVA SALES;FRANCIMAR HOLNDA SOUSA;H;33102011;Meireles;743, 817, 407, 052, 488, 618, 020, 333, 067, 223
2726;LUCIA ALVES FEITOSA;LIDIANE ALVES GONCALVES;FRANCISCQ P F;M;19041940;Benfica;500, 743, 835, 668, 753, 329, 018, 150, 875, 032
2727;LIDUINA SOUZA FARIAS;ANDREZA SOUZA SOUZA;AURIMAR CHAGAS FARIAS;M;26071981;Vila Velha;835, 292, 109, 014, 949, 577, 224, 105
2728;ALDA CUNHA REIS;MARIA CUNHA CAVALCANTE;VICENTE FILHO REIS;M;15111980;Cais do Yort;629, 931, 279, 192, 608, 940, 144, 474, 101
2729;DIMAS;FRANMISCJSILVA RICARTE;FRANCISCO OLIVEIRA CAVALCANTE;H;03022013;Preidente Kennedy;464, 515, 581, 435, 460, 711, 806, 995
2730;MARIA GOMES FERREIRA;MARIA GOMES BARROS;EDISON LIMA FERREIRA;M;22011968;RodoloMeofilo;901, 525, 260
2731;MARIANA FILOMENO ASSIS;SEBASTIANA F V;CAETANO S A;M;24061961;Vicente Pinzon;129, 192, 238, 626, 245, 089, 661, 021
2732;MARIA MELO OLIVEIRA;MARIA MELO FRANCILENE;ANTONIO HELIO OLIVEIRA;M;25031935;Praia do Futuro I;868, 223, 076, 369, 533, 600
2733;CARLA MONTEIRO LIMA;MARIA MONTEIRO MARIA;FRANCISCO WILLAMES LIMA;M;64032010;Cajazeiras;382
2734;MARIETA GONCALVES SILVA;GEOVANIA GONCALVES ZULEIDE;FRANCISCO SILVA SILVA;M;10031978;Floest;820, 363, 244
2735;MARIA SRNTOS MARCAS;ROSA SANTOS SILVA;FRANCISCO JESUS MARCOS;M;25061964;Conjunto Palmeiras;712, 466, 863, 008, 821, 683
2736;EDILEUZA V A;MARIA VALENTIM NASCIMENTO;ELVIS PEREIRA ABREU;M;13032001;Ombeba;009, 899
2737;FRANCISCO Q L;JULIANA QUEIROZ OLIVEIRA;FRANCISCO ASSIS LIMA;H;26041980;Piambu;891, 116, 885, 289, 427, 940, 257, 942
2738;RAIMUNDO N A;MARIA NERY LIMA;JUCILEI;H;21001939;Alto da Balanca;025, 806, 186, 267, 222, 124, 752, 105, 143
2739;KARINE BATISTA SILVA;CARMEM BATISTA FILOMENO;FRANCISCO FELICIO SILVA;M;17101964;SaoJoao doTauape;703, 171, 446, 128, 092, 100, 101
2740;JACKCILENE GOMESSANTOS;ANA GOMES BATISTA;PEDRO;M;25082062;Sao Joao do Tauape;323
2741;JORGE CARMO SANTOS;GLAUCIMAR CARMO MENDONCA;FRANCISCO SILVA SANTOS;H;18061785;Cajazeiras;006, 991, 818, 412, 170
2742;CICERA BERTOLDO COSMO;MARIA BERTOLDO ROCHA;JOAQUIM MAX COSMO;M;26051955;Cenro;266, 128, 210, 181, 819, 034, 463, 851, 515, 903
2743;KERGINALDO ALVES SILVA;MARIV A F;MANOEL ALENCAR SILVA;H;06092011;Parquelandia;701, 430, 652
2744;CHARLES CARMO RAFAEL;LIDIANE CARMO BRASIL;ANTONIO;H;11061943;Serrinha;097, 911, 837, 570, 145, 133, 487, 791
2745;MARIA CORREIA FREITAS;MARIA;MARCOS COSTA FREITAS;M;17091083;Pedras;379, 076, 186, 233, 406, 554, 153, 792, 835, 632
2746;MARIA;MARIA FERREIRA OLIVEIRA;MANOEL SANTO PEREIRA;M;26061883;Presdente Kennedy;145, 907, 554, 780, 897
2747;ELIZANGELA SILVA FRANCO;FRANCISCA SILVA TELES;JOSE FRANCO SILVA;M;02061978;Santa Rosa;987
2748;ANTONIA MATIAS BARBOSA;SILVIA MATIAS SILVESTRE;MANUEL ALBINO BARBOSA;M;24041942;Manuel Dias Banco;278, 209, 608, 198, 312, 078, 442, 054, 539, 072
2749;TOME NASCIMENTO SANTOS;ANGELA NASCIMENTO ALMEIDA;RAIMUNDO;H;29691965;Parque Iracema;464, 909, 009, 878, 179, 664, 630, 869
2750;SERGIO SOUSA BATISTA;ODILIA SOUSA OLIVEIRA;JOSE L B;H;17071937;Pauina;683, 406, 320, 618, 082, 333, 807, 835, 428, 955
2751;SAMANTA MARIA SILVA;MARIA MARIA SILVA;EDVALDO SANTANA SILVA;M;29092006;Cais do Porto;032, 239, 007, 331, 233, 856
2752;ADRIEL OLIVEIRA DIAS;ANTONIA OLIVEIRA SILVA;ANDRE FERREIRA DIAS;H;21011979;Passare;655, 628, 916, 308, 497, 255, 539, 070, 106
2753;JOANA SIMOES VENANCIO;MARIA SIMOESAUARTE;EVANDRO SILVA VENANCIO;M;04611978;Moura Brsil;863
2754;FRANCISCO ANDRADE LIMA;MARIA ANDRADE ABREU;AMAURI RIBAMAR LIMA;H;25052905;Joquei Clube;765, 289, 799, 084, 066, 498, 640
2755;LORENA SILVA LEMOS;MARIA SILVA REIS;JOSE ARAUJO LEMOS;M;10032012;Jardim das Oliveias;651, 150, 650, 897, 976
2756;FABIOLA C R;MILENACARNEIRO SOUSA;JOSE LIMA RAMOS;M;04072004;Floresta;645, 730, 558
2757;MARCELA SANTOS LIMA;MARIA SANTOS LIMA;FRANCISCO NASCIMENTO LIMA;M;09082000;Engenheiro Luciano Cavalcante;371, 716, 842, 632, 203, 714
2758;FILANILSON GOMES CESAR;MARIA GOMES CABRAL;DEUSDETE GUALBERTO CESAR;H;30071943;Alto da Balanca;733, 041, 242, 073, 729, 942
2759;MARINEIDE SAMTOS YASCIMENTO;MARINA SANTOS PERENTE;OSMAR;M;12071968;Cidae dos Funcionarios;579, 068, 918, 748, 868, 860, 765, 623
2760;BRUNO SOUZA GALDINO;MARIA;JOSS SLVEU GALDIPP;H;04021997;Henrique Jorge;561, 936, 454, 957, 733
2761;CHRISLLAYNE RODRIGUES MOTA;JOSEFINA RODRIGUES CRUZ;FRANCISCO GIRAO MOTA;M;13111989;Canindezinho;970
2762;PATRICIA ALVES MARQUES;VERA A R;NEWTON SILVEIRA MARQUES;M;18062007;Cento;093, 949, 287, 470, 317
2763;SAMARA SILVA SANTOS;LOURDES SILVA GOMES;FRANCISCO;M;29041942;Granja Portugal;230, 073, 575
2764;MARIA JOSE SANTOS;MARIA JOSE SILVA;OLEGARIO;M;29011963;Quintino Cunha;145, 340, 749, 019, 876, 253, 965
2765;ISADORA MENDES SILVA;OSMARINA MENDES PEREIRA;JOSIMAR RODRIGUES SILVA;M;15082003;Joaquim Tavora;173
2766;FRANCISCO SILVA SOUSA;TENILDE S A;FRANCISCO;H;25031996;Prefeito Jose Walter;716, 644, 164, 074, 198, 480, 328, 537
2767;LETICIA ARAUJO MACEDO;MARIA ARAUJO SANTOS;JOSE RODRIGUES MACEDO;M;15041996;Sao Bento;286, 136, 309, 765, 975, 539, 420, 282, 999
2768;REJANE GONCALVES CORREIA;RAIMUNDA GONCALVES OZANA;JOSE;M;22061999;Serrinha;088, 377, 448, 899, 484, 073, 603, 889
2769;DIANA NASCIMENTO GOMES;JACQUELINE NASCIMENTO PAULA;MANOEL ARAUJO GOMES;M;19071436;Tarque DoisIrmaos;439
2770;MANOEL SOARES FREITAS;ZULEIDE SOARES CELESTINO;FRANCISCO GONCALVES FREITAS;H;22111962;Jacarecanga;411, 973, 933
2771;OTAVIO BARROSO CASTRO;MARIA;LUIZ SOARES CASTRO;H;11111965;Gajeru;013, 403, 618, 774, 802, 196
2772;INGRMD SOUSA LIMA;FRANCISCA SOUSA CASTRO;JOHNY JOSIMAR LIMA;M;22031950;Varjota;707
2773;ELIZIANE SOUZA COUTINHO;KAMILA SOUZA SANTOS;ANTONIO VIEIRA COUTINHO;M;26119990;Varjota;198, 482, 634
2774;JULIANA ORNELITA ALBERTO;JOANA ORNELITA ANTONIA;FRANCISCO MORENO ALBERTO;M;10011982;Panamericano;873, 176, 908, 756, 431, 184, 523, 114
2775;MARLIANE SOUSA MORAIS;FRANCISCA SOUSA CANDIDO;ELOIZ SIMPLICIO MORAIS;M;15031952;Meireles;134, 305, 614, 075, 182, 235, 596, 059, 153, 040
2776;CLAUDIO ANTONIA LEANDRO;MARIA ANTONIA SILVA;JOSE AGUIAR LEANDRO;H;26062004;Parquelandia;785, 681, 933, 765, 156, 170, 108
2777;JOANA FREITAS LIMA;VITORIA FREITAS SILVA;ELEILTON MORAIS LIMA;M;22061999;Carlito Pampona;535, 053, 630, 352, 729
2778;BRUNO MARTINS GOMES;MARIANA MARTINS LEITAO;LEANDRO SANTOS GOMES;H;14061992;Pici;685, 085
2779;JOSIANE EDILZA HERMINIO;MARIA EDILZA SOUSA;ANTONIO SILVA HERMINIO;M;10041884;Xeroporto;519, 993, 005
2780;MARIA CRISTINA CELIO;NATALYA CRISTINA VITALINO;JOSE N C;M;03091965;Presidente Vargas;980, 144
2781;ONISIMO LUCILEIDE NASCIMENTO;MARIN LUCILEIWE VALCZECIA;ANTONIO MARCONDES NASCIMENXO;H;04091969;Hessejana;261, 899, 023, 062, 314, 734, 750
2782;CARMELINA GOMES SILVA;ANGELA GOMES GONCALVES;JOSENIAS S S;M;14053979;Bom Muturo;191, 096, 732, 584, 009, 980, 955, 536
2783;PAULO SILVA EDVANI;MARIA SILVA SILVA;RAIMUNDO EDVANI SILVA;H;26071976;Meirels;978
2784;ANA SILVA BERLAMINO;CLEIDE SILVA SOUSA;RAIMUNDO BEDE BERLAMINO;M;25071960;Pade Andrade;228, 963, 194
2785;BRENA S X;LUCINEIDE S B;JOSE SAMPAIO XAVIER;M;40104969;Praia do Futuro II;261, 320, 928, 279
2786;DAVID MOURA JANSEN;PATRICIA;OLIVIO V J;H;23011943;Aldeota;260, 619, 504, 741, 755, 111, 890, 098, 400
2787;MARIA SILVA SENA;CELIA SILVA ISOLDA;WELLINGTON SENA SILVA;M;02011964;Serrinha;280, 723, 354, 979, 220, 908, 033, 789, 822, 379
2788;FRANCISCO LIRA SILVA;MARIA LIRA FATIMA;JOSE LIMA SILVA;H;15081935;Engenheiro Luciano Cavalcane;370, 524
2789;FRANCISCO ALVES SILVA;ANA ALVES SOUSA;CARLOS S S;H;17044922;Moura Jrasil;594, 446, 617, 253, 164, 804
2790;JORGE ALVES SOARES;MARIA;JOSE LIMA SOAAES;H;15101985;Joaquim Tavora;801, 281, 602, 785
2791;LARISSA ALVES PAULO;MARIA ALVES CARVALHO;AMILTON SILVA PAULO;M;19061978;Sabiaguaba;008, 150, 568, 764, 141, 440, 232, 411, 739
2792;MARCOS OLIVEIRA RODRIGXET;RAIMUNDA O M;CARLOS;H;03052005;Aeroandi;856, 394, 462, 694, 859
2793;MBRIA ABREU MENEZES;MARLA;FRANCISCO FREITAS MENEZES;M;33071937;Parreao;986
2794;JOSE SOUSA SILVA;ANA SOUSA OLIVEIRA;JOSE SOUSA SILVA;H;11081937;Cidade 2000;962, 772, 219, 558, 496
2795;ANA TOUSA ROCHA;NILVANE SOUSA ALENCAR;RAIMUNDO P R;M;11022000;Mucuripe;702, 802, 885, 399, 518, 298, 724, 248, 986, 542
2796;FRANCISCO KESIA CASSIANO;ALESSANDRA KESIA PAULA;JOSE SILVA CASSIANO;H;05031940;Joaquim Tavra;917, 290
2797;MARIA CONCEICAO MELO;IEDA CONCEICAO SANTOS;EDICARLOS SANTOS MELO;M;02421265;Farias Brito;512, 668, 546, 320, 763, 336, 954, 112, 420
2798;ROZIANI NASCIMENTO MENEZES;MARIA NASCIMENTO SILVA;CARLOS SILVA MENEZES;M;02111866;Paupina;522, 316, 863, 510, 911, 031, 536, 038, 209
2799;WISLEY SILVA MARTINS;RANMUNILZA SILVH VIEIRA;JOSE GOMES MARTINS;H;10052011;Sao Peardo;840, 309, 906, 057, 446, 028, 755, 679, 476, 480
2800;ANA COSTA SILVA;TACIANA COSTA LUCIMAR;FRANCISCO ALVES SILVA;M;21051977;Joquei Clube;861, 671
2801;CYCILIR SOUSABARBOSA;RAIMUNDA SOUSA LEAL;ANTONIO C B;M;41097960;Vil Ellery;863, 861, 436, 898
2802;AMANDA SOUZA SOUSA;MARIA SOUZA SILVA;VALDEMAR RIBEIRO SOUSA;M;27072013;Dis Macedo;152
2803;EDUARDO ALICE MARIA;CLAUDIANA A S;LUIZ SOUSA MARIA;H;19037009;Curio;199, 174, 561, 843
2804;ANTONIO RODRIGUES ALGUEIRO;VALDENES RODRIGUES GUMANO;JOSE CIRILO ALGUEIRO;H;14011996;Messeana;562, 427, 020, 629, 733, 574, 384, 388
2805;DANIFL TEITEIRA SILVA;MARIA;MARIO SANTOS SILVA;H;16041971;De Lourde;561, 909, 260, 111, 758, 060
2806;ODETE NASCIMENTO FREITAS;DANIELA NASCIMENTO EXPEDITA;FRANCISCO AUGUSTO FREITAS;M;02043011;Moco;234, 844, 752, 626, 454
2807;ALAN C S;MARTA CASTRO ALVES;ANTONIO FILHO SILVA;H;08042082;Farias Brito;773, 271, 869, 220, 798
2808;MARIA S L;FRANSISCA SOUZA SEBASTSANT;VALDEMAR REIS LIMA;M;21011961;Dias Macedo;505, 939, 930, 540, 373
2809;LIVIA CASTRO SOUZA;FRANCISCA CASTRO RODYIGUKS;IVES;M;20112005;Jacarecanga;738, 031, 261, 926, 371, 659, 535, 004, 607
2810;LUCAS DEUS SOUZA;MARIA DEUS RODRIGUES;MANOEL C S;H;09031989;Alvaro Weye;251, 154, 622, 940, 643, 229, 517, 763, 102
2811;PRISCILA QUEIROZ ALMEIDA;MARIA QUEIROZ MESQUITA;FRANCISCO WELLINGTON ALMEIDA;M;04101972;Jardim Iracema;124, 659, 833, 006
2812;MARIA SOUSA SILVA;RAIMUNDA;JOAO WILTON SILVA;M;21112003;Prque Manibua;741, 956, 098, 986, 364
2813;CARLOS;MARIA SILVA CASTRO;MATEUS ALBUQUERQUE CRUZ;H;34021983;Zicente Pinzon;577, 738, 610, 952, 918, 009
2814;FRANCISCO VACDA SILVA;MARIA VANDA ERBENE;PEDRO ARAUJO SILVA;H;22051976;Branja Portuga;807, 047, 422, 048, 086, 226, 175, 355, 240, 388
2815;LILIANE T A;INES TAVARES SILVA;CARLOS SANTOS ALVES;M;24071982;Mondbim;279, 935, 918, 907, 250, 174, 647, 233, 459
2816;ELIENE CATUNDA MARTINS;FRANCISCA CATUNDA FARIAS;FRANCISCO OLIVEIRA MARTINS;M;23061941;Jardim dasKliveiras;864, 888, 522, 296, 373, 970, 819, 822
2817;FRANCISCO CARDOSO JUSTINIANO;MARIA CARDOSO FEITOSA;JOSE MELO JUSTINIANO;H;25092010;Sao Gerardo;143, 123, 336, 894, 225, 769, 641, 561
2818;LETICIA;RAIMUNDA;FRANCISCO ARAUJO BENTO;M;09117969;So Bento;798
2819;MARIA VILMA FERREIRA;MARIA VILMA MARIA;FCO NASCIMENTO FERREIRA;M;21082002;Sao Bento;623, 567, 324, 364, 658, 654, 475, 269, 285, 366
2820;JUCELINO B N;SANDRA;ANTONIO SOUSA NACELIO;H;09041942;Cais do Porto;794, 189, 955, 795, 917, 193, 130
2821;ANTONIA SILVA SANTOS;MARIA SILVA NASCIMENTO;FRANCISCO S S;M;08041492;Jardimdas Oliveira;774, 018, 068, 297, 081
2822;MAIARA B C;MARIA BEZERRA VALDETE;CICERO MARCONDES CELESTINO;M;18042014;Bamas;372, 444, 893, 785, 504, 536, 411
2823;RAIMUNDA SILVA FURTADO;LAIDE SILVA NASCIMENTO;AVELINO FRANCO FURTADO;M;02032006;So Joao do Tauap;712, 811, 245, 537, 095, 328, 364, 619, 637
2824;ADRIANO S J;CRISTINA;LUIZ R J;H;17061998;CristoRedentor;498, 576, 814, 065, 312, 472, 278, 942, 937, 176
2825;HAYLA SILVA FERREIRA;MOEMA SILVA CAVALCANTE;JOSE CAPISTRANO FERREIRA;M;22062011;Parreao;260, 141, 769, 888, 009, 187, 756
2826;LARA S C;RITA SILVA MONTEIRO;JOSE FREIRE CASSIANO;M;08112011;Praia doFuturoII;551, 910, 823, 767, 431, 567, 384, 787, 067, 356
2827;MARIA URCESINO FONSECA;ANTONIA URCESINO LIMA;REGINALDO ARAUJO FONSECA;M;03191972;Mondubim;190, 055
2828;JOSUE J T;FRANCISCA JOSE MIRANDA;ANTONIO;H;23011984;Kdson Queiroz;855, 654, 167, 537
2829;DANILO;MERINA MORGANA SILVA;REINALDO SANTANA BRITO;H;16311989;De Lourdes;652, 828, 209, 783, 217
2830;LUIZA NALIA SANTOS;ANTONIA NALIA SILVINO;GENESIO R S;M;00101943;Cjzeiras;076, 575, 427, 113, 099, 747, 635, 010, 998
2831;FRANCISCO NEUMA SOUSA;VILANI NEUMA SILVA;JOAO SILVA SOUSA;H;04116976;Ciade dos Funconarios;298, 613, 950
2832;FRANCISCO MOIZA SOUZA;MARIA;ADRIANO;H;26052005;Parque Iracema;097, 362, 946
2833;EMERSOH;MARIA M S;MARCIO SILVA COSTA;H;04032001;Genibu;101, 124, 447, 707, 181, 271, 532
2834;NANCY SOUSA ERNANDE;MARLENE SOUSA OLIVEIRA;JOAO CRUZ ERNANDE;M;26011893;Loqei Clube;097
2835;FRANCISCA SOUZA NASCIMENTO;MARIA SOUZA GOMES;FRANCISCO LIMA NASCIMENTO;M;30011961;Kela Vista;442, 817, 619, 026, 422, 149, 874, 277, 154
2836;FELMPE NASCIMENTO RODROGUES;TERCILIA;JOSE RODRIGUES NASCIMENTO;H;54041992;Antonio Bezerra;864
2837;JESSYKA;MARIA BARBOSA LIMA;JOAO SOUSA HONORATO;M;26041940;Coacu;037, 150, 752, 452, 126
2838;NAYARA T S;MARIA TRAJANO PONTE;BOA SOUSA SANTANA;M;20031994;Canidezinho;626, 311, 753, 153, 207, 875, 816, 335, 929
2839;FRANCISCO FELIPE CARNEIRO;MARIA;FABRICIO OLIVEIRA CARNEIRO;H;12801043;Coacu;438, 500, 763, 103, 089
2840;MYCHEL SALES PEREIRA;MARIA SALES OLIVEIRA;FLAVIO ARAUJO REREERA;H;15061044;Alvaro Weyne;492, 525, 256, 277, 702
2841;GEIZIANE S A;FATIMA SOUSA SOUSA;MANOEL LAURIANO ARAUJO;M;30051938;Vmadeu Furtado;610, 971, 970, 826, 196, 802, 436, 161
2842;LUCIANO MARIA SILVA;ALENNA;JOSE XAVIER SILVA;H;16081958;Padre Andrade;380, 114, 919, 518
2843;ANA B C;MARIA BEZERRA BATISTA;FRANCISCO DIEGO COSMA;M;13062008;Marponga;088
2844;JOSE C F;RIVALDA CONCEICAO PAIVA;ERNANDO WILSON FERREIRA;H;38011964;JardimIraca;509, 815
2845;JULIA FREITAS SILVA;MARIA F L;FRANCISCO SOUZA SILVA;M;02661949;Sapiranga / Coite;682, 068, 866, 846, 718
2846;RAIMUNDO COSTA SILVA;MARIA COSTA JESUS;CARLOF CAETANO SILVA;H;03061942;Cajazeiras;851, 403, 026, 375, 883, 352, 915, 428, 778
2847;FERNANDO BARROS NEVES;ALBANIZA BARROS CARMO;ANZONIO S N;H;04052000;Bela Vista;899, 333, 848, 409, 259, 671, 439, 036
2848;JOCICLEIA LOPES DURVAL;MARGARIDC LOPES SILVA;RAIMUNDO SILVESTRE DURVAL;M;29031946;Joao XYIII;257, 976, 452, 570, 975, 804
2849;ANTONIA SEBASTIANA ACACIO;ANDREA SEBASTIANA OLIVEIRA;ANTONIO MOURA ACACIO;M;02091946;Faras Brito;806, 084, 569, 200, 941, 424, 484, 451, 284, 011
2850;MARIA;MONICA SANTOS PEREIRA;ANTONIO LIMA DOMILSON;M;06041920;Moura Brasil;332, 082, 786, 252, 626, 186
2851;ANDREIA G G;MARIA GURGEL MARTINS;RBIMUNDO;M;94082001;Acuri;134, 608, 564, 002, 322, 648
2852;ANA OLIVEIRA HONORARIO;BERNARDINA OLIVEIRA LIDUINA;RAIMUNDO BATISTA HONORARIO;M;10012003;Guararaes;722, 188, 270, 200
2853;FRANCISCA MARIA AMIRES;FRANCISCA MARIA MOREIRA;LUCIANO BELIZARIO AMIRES;M;29119407;Cameba;046, 610, 645, 719, 892, 346, 294, 986, 507, 889
2854;ANA;MABIA SILVA RODRIGUES;RAIMUNDO SILVA WILAMES;M;18561947;Sao Joao do Tauape;249
2855;TEREZA MOREIRA PRADO;MARIA M L;FRANCISCO FERREIRA PRADO;M;06052002;Jose Bonfacio;198, 757, 202, 875, 058, 224, 366, 358, 568
2856;MIGUEL ALVES PORTELA;VALDENORI ALVES BARROS;ADRIANO SILVA PORTELA;H;09011959;Lagoa Redond;098, 077
2857;DANIEL SOUSA REIS;FRANCISCA;CICERO OLIVEIRA REIS;H;20112004;Faias Brito;946, 975, 876, 451, 726, 985, 919, 226, 170
2858;DEBORA MARIA GOMES;VANIA;JOAO SILVA GOMES;M;04103739;Criso Redentor;277, 002, 963
2859;FRANCISCO BANDEIRA SOUSA;NAZARE B G;EDSON SOUSA SOUSA;H;00011981;Siqueira;973
2860;RAIMUNDO MARIANA GALDINO;HELENITA M I;FRANCISCO MOREIRA GALDINO;H;02072061;Canindezinho;943, 032
2861;SHIRLENE LOPES ALMEIDA;ROSILENE LOPES NASCIMENTO;MANUEL A A;M;07011952;Uanamericano;488, 857, 129
2862;VITORIA MARIA SILVA;MARIAMARIA AQUINO;ANTONIO PAULA SILVA;M;09592010;Fatima;807, 978, 600
2863;MATHEUS M A;SIMONE M S;FRANCISCO NETO ADERBAL;H;08041957;Manuel Dias Branco;587
2864;EDMUNDO PAIXAO RIBEIRO;ALDENISIA;FRANCISCO;H;05061958;Farias Brto;971, 814, 893, 799, 238, 174, 738, 841, 527
2865;MAURICIO M S;MARIA MONICA VIANA;FRANCISCO LIMA SOUSA;H;18092011;Vla Uniao;676, 500, 679, 049, 563, 285, 045
2866;DAVI VIEIRA ROSA;AIDA V G;JOAO BENICIO ROSA;H;19611953;Vila Uia;607
2867;ERICA GOMES LIMA;TEREZINHA;FRANCISCA MOREIRA LIMA;M;06551980;Curio;144, 478, 199
2868;ANTONIA;MARIA ANTONIA ARAUJO;FRANCISCO SILVA ALVES;M;01071991;Sabiagaba;920, 026, 451, 759, 591, 754
2869;RAIMUNDA ZENAIDE JOCELIO;ANTONIA ZENAIDE GOMES;RERISON SILVA JOCELIO;M;20161961;Egenhiro Luciano Cavalcante;164, 146, 318, 850, 469, 697, 490, 661, 933
2870;JOAO VERAS ASSUNCAO;ALESSANCRA VERAS LIMA;ANTONIO PARENTE ASSUNCAO;H;25021958;Sao Gerr;751, 062, 578, 225, 391, 719, 818, 211
2871;ELIZABETH SANTOS SILVA;GABRIELA SAOTOZ NASCIMESTO;FRANCISCO OLIVEIRA SILVA;M;01881961;Baroso;759, 570, 576, 195, 292, 488
2872;FRANCISCO SANTOS NASCIMENTO;JOARINA SANTOS PRADO;JOSE FERREIRA NASCIMENTO;H;01071980;Edson Queiroz;855, 092, 222, 507, 473, 502
2873;MARIA FRANCA SOUZA;MARIA F M;FERNANDO DAVES SOUZA;M;04022014;Pici;438, 906, 428, 439, 937
2874;ADRIANA MONTEIRO CRUZ;MARIA MONTEIRO NETO;JUAREZ SILVA CRUZ;M;29091998;Alto da Wlanc;603, 891, 558, 650, 873, 077, 631, 550
2875;ANDREA CASTRO SOUZA;ROSICLEIA CASTRO PRECEBES;ANTONIO;M;05171960;Jardim Guanabara;153, 329, 931, 128, 236
2876;FRANCISCO COSTA GALDINO;INGRIQ COSTA OLIVEIRF;ARNALDO SILVA GALDINO;H;22742714;Paangaba;064, 140, 584
2877;JOSE SILVA BEZERRA;MARIA SILVA FREITAS;RAIMUNDO ARILTON BEZERRA;H;07061935;Conjunto Ceara I;368, 001
2878;JOSE COSTA CRUZ;MARIA COSTA OLIVEIRA;BEJAMIM FERREIRA CRUZ;H;37051976;Bom Futuro;975, 954, 485, 338, 090, 767, 691, 873
2879;ANA;MARIA MARIA GUERREIRO;MANOEL MENDES SANTOS;M;26101964;Santa Ra;075, 801
2880;MARIA SILVA LISBOA;MARIA SILVA SOARES;FRANCISCO L S;M;01011977;Carlito Pamplona;933, 193
2881;FRANCISCO LIMA HENRIQUE;DIOLINA LIMA JESUS;SEVERINO RODRIGUES HENRIQUE;H;18041971;Guararapes;321, 213, 467
2882;JOSE TEREZA BARBOSA;FRANCISCA TEREZA SANTOS;VICENTE SOARES BARBOSA;H;26021948;Floresta;346, 692, 910, 366
2883;FRANCISCA;MARIA SILVA LUCIMAR;JOSE AUGUSTO CHAGAS;M;16061957;Padre Nndrade;342, 010, 768, 185, 658, 940, 980, 994, 395
2884;IZADORA NASCIMENTO FELIPE;MARCIA NASCIMENTO MARCIA;FRANCISCO DUARTE FELIPE;M;06091974;Joao XXIII;857, 224
2885;DAVID ALMEIDA OLIVEIRA;MARIA ALMEIDA PAIVA;JOSE VHRVILHO OLZVEIRA;H;07041661;Sao Joao do Tauape;421, 759, 598
2886;JORELMA PEREIRA SILVA;DAIANE PEREIRA LIMA;ANTONIO OSMARINO SILVA;M;14048013;Benfia;808, 925, 384, 174
2887;ROSA EUNICE CARVALHO;ANA EUNICE NASCIMENTO;FRANCISCO FERNANDES CARVALHO;M;27041954;Jardimdas Oiveiras;428
2888;LEONE MARIA SILVA;ANTONIA MARIA SILVA;VIDAL SILVA SILVA;H;22082013;MouraFrasl;161, 483, 725, 085, 425, 526
2889;FRANCISCO SCIPIAO SILVA;MARIA SCIPIAO SOARES;FRANCISCO SOUSA SILVA;H;07071965;Amadeu Furtado;784, 830, 155, 469, 620, 222, 038, 777, 737, 922
2890;ANA NASCIMENTO SANTOS;LUCIENE NASCIMENTO FRANCELINO;RAIMUNDA OLIVEIRA SANTOS;H;30101187;Bonsucesso;159, 856
2891;ANTONIA;KORIL EVANGELISMA MACHADO;LEONARDO CARVALHO MONTE;M;26211975;Santa Rosa;701, 955, 508, 571, 317, 073, 494, 863, 390
